id,sec,Mass,Depth,Width,Thickness of,,Root,Depth,Ratios for,,Second Moment,,Radius,,Elastic,,Plastic,,Buckling,Torsional,Warping,Torsional,Area,Shape
20,ISA30X20X5,1.76625,30,20,5,5,,,,,1.89999998,0.60000002,15,10,0.781893,0.5660378,1,0.4,,,,1.875,2.25,angle
18,ISA45X30X3,1.7113,45,30,3,3,,,,,4.4000001,1.5,13.5,9,1.1548557,0.9493671,1.4,0.7,,,,0.648,2.18,angle
17,ISB25X25X2.6,1.6956,25,25,2.6,2.6,,,,,1.72000003,1.72000003,13,13,1.376,1.376,1.38,1.38,,,,27.4000001,2.16,box
16,ISA35X35X3,1.59355,35,35,3,3,,,,,2.29999995,2.29999995,10.5,10.5,0.9019608,0.9019608,0.9,0.9,,,,0.603,2.03,angle
15,ISNB20M,1.5543,26.9,0,0,2.6,,,,,1.48000002,1.48000002,11.431,11.431,1.1003717,1.1003717,1.1,1.1,,,,29.6000004,1.98,pipe
14,ISA40X25X3,1.4758,40,25,3,3,,,,,3,0.89999998,12,7.5,0.8746356,0.6923077,1.1,0.5,,,,0.558,1.88,angle
12,ISA25X25X4,1.4444,25,25,4,4,,,,,1,1,10,10,0.5714286,0.5714286,0.6,0.6,,,,0.9813333,1.84,angle
13,ISA30X20X4,1.4444,30,20,4,4,,,,,1.5,0.5,12,8,0.6072874,0.4901961,0.8,0.4,,,,0.9813333,1.84,angle
11,ISNB15H,1.4287,21.3,0,0,3.2,,,,,0.75,0.75,11.28742,11.28742,0.7042253,0.7042253,0.7,0.7,,,,15,1.82,pipe
10,ISNB20L,1.3973,26.9,0,0,2.3,,,,,1.36000001,1.36000001,10.11755,10.11755,1.0111524,1.0111524,1.01,1.01,,,,27.2000003,1.78,pipe
9,ISNT30,1.37375,30,30,3,3,,,,,1.39999998,0.60000002,9,7.5,0.6451613,0.4,0.6,0.4,,,,0.513,1.75,tee
8,ISA30X30X3,1.35805,30,30,3,3,,,,,1.39999998,1.39999998,9,9,0.6451613,0.6451613,0.6,0.6,,,,0.513,1.73,angle
7,ISNB15M,1.20105,21.3,0,0,2.6,,,,,0.69,0.69,9.14408,9.14408,0.6478873,0.6478873,0.64,0.64,,,,13.8,1.53,pipe
6,ISA20X20X4,1.13825,20,20,4,4,,,,,0.5,0.5,8,8,0.3649635,0.3649635,0.4,0.4,,,,0.768,1.45,angle
4,ISA25X25X3,1.10685,25,25,3,3,,,,,0.80000001,0.80000001,7.5,7.5,0.4469274,0.4469274,0.4,0.4,,,,0.423,1.41,angle
5,ISA30X20X3,1.10685,30,20,3,3,,,,,1.20000005,0.40000001,9,6,0.4780877,0.3921569,0.6,0.3,,,,0.423,1.41,angle
3,ISNB15L,0.94985,21.3,0,0,2,,,,,0.56999999,0.56999999,6.95892,6.95892,0.5352112,0.5352112,0.54,0.54,,,,11.3999999,1.21,pipe
2,ISNT20,0.88705,20,20,3,3,,,,,0.40000001,0.2,6,5,0.2857143,0.2,0.3,0.2,,,,0.333,1.13,tee
1,ISA20X20X3,0.8792,20,20,3,3,,,,,0.40000001,0.40000001,6,6,0.2836879,0.2836879,0.3,0.3,,,,0.333,1.12,angle
344,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
345,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
346,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
347,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
348,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
349,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
350,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,
351,0,0,,,,,,,,,,,,,,,,,,,,,,
352,0,0,,,,,,,,,,,,,,,,,,,,,,
353,0,0,,,,,,,,,,,,,,,,,,,,,,
354,0,0,,,,,,,,,,,,,,,,,,,,,,
355,0,0,,,,,,,,,,,,,,,,,,,,,,
356,0,0,,,,,,,,,,,,,,,,,,,,,,
357,0,0,,,,,,,,,,,,,,,,,,,,,,
358,0,0,,,,,,,,,,,,,,,,,,,,,,
359,0,0,,,,,,,,,,,,,,,,,,,,,,
360,0,0,,,,,,,,,,,,,,,,,,,,,,
361,0,0,,,,,,,,,,,,,,,,,,,,,,
362,0,0,,,,,,,,,,,,,,,,,,,,,,
363,0,0,,,,,,,,,,,,,,,,,,,,,,
364,0,0,,,,,,,,,,,,,,,,,,,,,,
365,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,
